,cleaned_text,label
31,friday aipac announce attendee test positive covid coronavirus mike pence mitch mcconnell attendance self quarantine attendee httpurl,INFORMATIVE
32,hashtag_coronavirus spread democratic republic congo discharge hashtag_ebola patient httpurl,UNINFORMATIVE
33,city hashtag_stl start track positive case hashtag_covid zip code info morning live city hall hashtag_tisl httpurl,UNINFORMATIVE
34,thread join speak human right lawyer infectious disease doctor daisy tagarda gov eye mass test suspect covid case april nbi probe netizen spread fake news dr tagarda share story frontline httpurl,UNINFORMATIVE
35,check email visit residence life covid plan detail stay check httpurl httpurl,UNINFORMATIVE
36,lss choices crisis hotline available help experience hashtag_domesticviolence franklin county love hurt hashtag_lssnetworkofhope expert fear domestic violence case rise coronavirus outbreak httpurl,UNINFORMATIVE
37,hashtag_surgeongeneral say recover hashtag_coronavirusupdates hashtag_coronavirus httpurl recover world economy shut medium lie virus mortality rate hashtag_nwo control plan,UNINFORMATIVE
38,inside louisiana horrify cancer alley mile stretch pollution environmental racism deal high coronavirus death rate country httpurl james pasley apr pm continue httpurl,UNINFORMATIVE
39,issue stay home order issue vt httpurl effective pm today april th read order business deem essential hashtag_vermontstrong hashtag_covid hashtag_thankyourgrocer hashtag_thankyournurse hashtag_thankyourdoctor hashtag_stayhome,UNINFORMATIVE
40,relief hospital provide federal government federal protocol govern admit guess feds keen ensure non coronavirus case admit hospital corona patient regular hospital,UNINFORMATIVE
41,st xavier s school shivajinagar st lourdes school cubbonpet st lourdes school halasuru ulsoor share hashtag_covid,UNINFORMATIVE
42,usat aipac say pple dc conf attend pence test positive coronavirus american israel public affairs committee tell conf attendee include lawmaker conf goer test positive covid httpurl,INFORMATIVE
43,motorhomes rv overworked healthcare worker think occur read hashtag_healthcare worker overwork tired shift b anxious bring hashtag_covid family c case s httpurl,UNINFORMATIVE
44,hashtag_australia melbourne gp clinic close doctor test positive hashtag_coronavirus see patient month abc news httpurl,INFORMATIVE
45,policecarlightsenator loeffler husband sell share retail store lululemon tj maxx invest company make covid protective garment case governor wonder price gouge ppe product hasn t haltedfacewithraisedeyebrow httpurl,UNINFORMATIVE
46,georgia coronavirus age chaos bad news mount death patient cruise ship covid land atlanta flight find test positive sick cdc screen remain patient release fly home crazy httpurl,INFORMATIVE
47,accord cmo lucknow dr narendra agarwal samples take people attend tabglighi jamaat event people test negative covid,INFORMATIVE
48,update indian hashtag_rupee fall hashtag_dollar recently indian hashtag_coronavirus case risk exponentially grow manufacturing slowing usdinr rise face fade momentum hashtag_india hashtag_rbi httpurl,UNINFORMATIVE
49,hashtag_yemen covid case show yemen god forbid hold saudico regimes masters responsibility game gestapo biological warfare go break people yemen cholera diptheria example httpurl,UNINFORMATIVE
50,divide coronavirus stimulus package population america remember virus announce day attack facewithmonocle httpurl,UNINFORMATIVE
51,mathematically overall death rate hashtag_covid dead case death rate china death rate s korea backhandindexpointingrightmedium lightskintonebut death rate iran horrific exclamationquestionmark httpurl,INFORMATIVE
52,california highway patrol officer station oakland test positive coronavirus late bay area law enforcement officer diagnose virus authority say httpurl,INFORMATIVE
53,sad hashtag_coronavirusindia suicide man commit suicide coronavirus suspicion dakshina karnataka middle aged man uppoor village neighbour udupi district end life wednesday suspect covid infection pti,INFORMATIVE
54,bad politically correct gang pawn un promote spread virus international travel canada ontario confirm new covid case httpurl,INFORMATIVE
55,read incredibly worrying covid case confirm gaza geno feel bad paul s lol good eye old man,INFORMATIVE
56,hear news employee bgc specifically netlima building work s test positive hashtag_covid bgc friend hangout buddy ex officemates colleague work guy care vigilant pensiveface,INFORMATIVE
57,come stop hateful useless episode especially time disaster corona virus stop hate shameful disgraceful actions adam schiff forget stop hate especially time disaster corona virus,UNINFORMATIVE
58,remember imaginary extra police hospital imaginary help sme self employed imaginary hashtag_covid testing imaginary hashtag_ppe imaginary ventilator invisible care home death httpurl,UNINFORMATIVE
59,corona virus case ghana move like eve people dance move forward come forward hashtag_covid case ehii speak evilmonkeyspeak evilmonkeybrokenheart,UNINFORMATIVE
60,update effort secure covid test kit city mobile httpurl,UNINFORMATIVE
61,mr president ask evers wisconsin open economy lockdown death attribute covid think inflated number year entire death hotbe need open,INFORMATIVE
62,health care worker confirm covid case ontario learn government datum include doctor nurse paramedic personal support worker long term care home staff health care professional httpurl,UNINFORMATIVE
63,delighted hear friend discharge hospital have covid hear husband home having brew fighter linda wish family good health love x hashtag_localradio hashtag_darloradio httpurl,INFORMATIVE
64,like everybody hunkered moment talk local olympians concern train hashtag_tokyo amid coronavirus shutdown httpurl,UNINFORMATIVE
65,trump friend veterans trump advise covid aircraft carrier theodore roosevelt trump say soldier suffer tbi headache bomb soldier want raise unpatriotic like soldier pow deport httpurl,UNINFORMATIVE
66,washington state new hashtag_covid case total source growth appear linear look unclear day look decent hashtag_seattlecoronavirus httpurl,INFORMATIVE
67,mike dudley know pastor baltimore year old die day diagnose covid talk family legacy leave heart wrench reality virus die hosptial w family httpurl,INFORMATIVE
68,evening notify member office vice president test positive coronavirus pence press secretary katie miller say statement,INFORMATIVE
69,hashtag_breaking ministry health monday announce religious gathering cluster hashtag_covid take place kuching sarawak death positive case record httpurl httpurl,INFORMATIVE
70,governor issue presser hashtag_covid case oyo state hashtag_fmoh show gap coordination unwarranted gap leave dent hashtag_case nigeria case nigeria oyo case count,INFORMATIVE
71,attn hashtag_srl upcoming free webinar april th topic covid related information srl adjournments legal paperwork urgent cases lead julie family lawyer aisha amjad georgette makhoul detail facebook page httpurl hashtag_aj httpurl,UNINFORMATIVE
72,trump hoping warm weather kill superbug case hashtag_sar notice west coast appear epicentre hashtag_covid hashtag_covid relate death ask mr prez,UNINFORMATIVE
73,lead sarah sitting info month lie create world big clusterfu hashtag_k try manage hear trump joke hashtag_covid hashtag_covidpandemic hashtag_trumpliespeopledie,UNINFORMATIVE
74,hashtag_coronavirus positive case confirm hashtag_telangana today positive case doctor domalguda hashtag_hyderabad rd year old male resident qutbullapur medchal number hashtag_covid case ts increase httpurl,INFORMATIVE
75,covid jesus stop great doctor doctor doctor dear black african sheep jesus christ doctor doctor go fact priest bishop nun die corona virus httpurl,INFORMATIVE
76,hmm oh hashtag_biden oppose hashtag_medicareforall hashtag_pandemic far see m people lose job hashtag_healthinsurance say veto pass congress thinkingface hashtag_nojoe hashtag_nomiddleground hashtag_dnckillsvoter hashtag_covid,UNINFORMATIVE
77,reversal hashtag_covid human human transmission emergency pheic need travel restriction need universal mask wear happen un put politic infront human life,UNINFORMATIVE
78,recoveries department health report new covid recovery bring total number recover patient stay home hashtag_covidph httpurl,INFORMATIVE
79,httpurl coronavirus experiment go wrong wuhan lab leak expose chinese scientist suspicion origin virus winkingfacethumbsup,UNINFORMATIVE
80,suspect food retail sale lot jersey supermarket need people hashtag_covid crisis develop comfort hospitality non food retail staff lose job maybe,UNINFORMATIVE
81,coronavirus case boko haram work homerollingonthefloorlaughingrollingonthefloorlaughingrollingonthefloorlaughe httpurl,UNINFORMATIVE
82,montco pa coronavirus update encourage people advantage mile trail county continue use social distancing,UNINFORMATIVE
83,hometown heroes meet new jersey restaurant owner take credit line continue pay employee covid close httpurl,UNINFORMATIVE
84,cdc say n mask hrs continuous intermittent use discard interaction w infect patient dr s say give use indefinitely spray w lysol wipe unsure help hashtag_covid,UNINFORMATIVE
85,plz convince catholic churches esp ft lauderdale stop allow gathering know person attend church belief god offer protection home people hashtag_covid hashtag_socialdistancingfail hashtag_coronavirususa,UNINFORMATIVE
86,dr morrison positive covid test pei close test conduct wait result hashtag_pei,INFORMATIVE
87,rwanda trace hashtag_covid case kenya uganda confirm case link kenya hashtag_ukweliusemwe,INFORMATIVE
88,hashtag_breaking florida add new case covid today new death roughly case state come palm beach broward miami dade county hashtag_coronavirus httpurl,INFORMATIVE
89,btw confirm case covid aziz bhatti son test positive spain italy return people swarm hospital mask come opd minor illness state affair end,INFORMATIVE
90,pence mcconnell attend aipac conference attendee test positive coronavirus hashtag_wtp hashtag_wtpteam hashtag_wtpebrc httpurl,INFORMATIVE
91,capitol building house office buildings senate office buildings demand nov elections primaries leave mail elecx process hashtag_covid hashtag_burisma,UNINFORMATIVE
92,story covid effect western new york largely mind numb datum provide day day national state county municipal level sunday death notice buffalo news tell different story httpurl,UNINFORMATIVE
93,happen nice person virus joke bad hope million fatal case backhandindexpointingdownmedium lightskintonebackhandindexpointingdownmedium lightskintonebackhandindexpointingdownmedium lightskintone canadian pm justin trudeau wife sophie test positive coronavirus official httpurl,INFORMATIVE
94,dear don t idiot hear hashtag_pandemic kill thousand resident hashtag_football love country let organization country decide competion base hashtag_science expert advise hashtag_covid httpurl,UNINFORMATIVE
95,indonesia free inmate record high hashtag_coronavirus death toll asia china httpurl,UNINFORMATIVE
96,break new case hashtag_covid bc bring provincial total new death dr bonnie henry say line worker getting infect nice word work clock help,INFORMATIVE
97,thing help stop spread coronavirus wash handsflexe bicep cough sneeze elbow touch face straight ruler stay ft m away house garden stay home feel sick hashtag_coronafreepakistan,UNINFORMATIVE
98,monday moment scoops sides story httpurl thank journo inspiration casano case hashtag_coco hashtag_covid,UNINFORMATIVE
99,second case covid hashtag_pei travel air canada flight toronto charlottetown leave toronto march arrive pei,INFORMATIVE
100,measure dr total positive test datum sars swine flu influenza cdc total estimate case use equation covid like,UNINFORMATIVE
101,year old man pass away bihar today kidney failure test positive hashtag_covid munger die yesterday aiims patna return kolkata day dr prabhat kumar singh aiims patna bihar,INFORMATIVE
102,freebird httpurl hashtag_coronavirus time freebird hashtag_budweiser song want hear,UNINFORMATIVE
103,late hashtag_coronavirus deaths spain jump day italy death toil reach global case double week german economy shrink bild say china case show symptom,INFORMATIVE
104,sad nigerian medical doctor die coronavirus united kingdom compromise yourbackhandindexpointingdown hashtag_washyourhand hashtag_staysafe hashtag_stayhome hashtag_socialdistancing hashtag_covid httpurl,INFORMATIVE
105,stephen harper mike pence attend conference test positive covid httpurl,INFORMATIVE
106,new news covid trump call pm news conference biden video town hall pm political good news trump give biden lot material truthful ugly campaign ad,UNINFORMATIVE
107,end college football season regardless death toll south rise deplorable cause hashtag_collegefootball hashtag_coronavirus,UNINFORMATIVE
108,covid care cards great way plan day motivated build positive outlook working learn home hashtag_stayhomesavelive httpurl,UNINFORMATIVE
109,increase covid case day europe portugal estonia finland uk czechia austria ireland slovenia germany france belgium spain switzerland italy greece netherlands romania sweden iceland norway denmark,UNINFORMATIVE
110,happen mayor commissioner les miller county administrator mike merrill live provide update covid follow today s meet hillsborough county emergency policy group watch httpurl httpurl,UNINFORMATIVE
111,brenda murphy haven t publish case hashtag_covid infection school didn t pandemic start isn t entire world learn d time physically deal covid write paper time hashtag_closeschoolsnow,UNINFORMATIVE
112,correction pa new case covid bring statewide total case say pa health secretary dr rachel levine double new case wednesday,INFORMATIVE
113,fauci say covid worry say need wear mask say treatment propose president wasn t effective fauci expert infectious disease facewithrollingeyes wonder healthcare system fail hashtag_firefauci,UNINFORMATIVE
114,man coronavirus die balkh province provincial health official confirm monday add year old die hospital die home far people die hashtag_coronaviru balkh province hashtag_afghanistan httpurl,INFORMATIVE
115,right deep state hashtag_drfauci unnecessarily negative optimism hope remedy crisis negativity fuel leave narrative dr oz jaw drop hopeful coronavirus trial result httpurl,UNINFORMATIVE
116,near stanford let santa clara county border end palo alto find stanford doctor get infect plague s zone till case stop multiply feel safe sf s hashtag_covid life,UNINFORMATIVE
117,hashtag_worldend april know truth asteroid approx km km size fly past hashtag_earth safe distance million mile expect speed mph hashtag_thapril hashtag_asteroid hashtag_corona hashtag_coronavirus httpurl,UNINFORMATIVE
118,hashtag_iraq sunday impose total nationwide lockdown march fight novel hashtag_coronavirus number case grow death toll climb,INFORMATIVE
119,coronavirus md update ask village rockville retirement community feb noonpm health provider test date md people test negative positive test pende httpurl,INFORMATIVE
120,korean air flight attendant confirm coronavirus crew korea la diagnose return korea,INFORMATIVE
121,country like japan test lose war covid south korea italy uk carry large test skorea test italy test test suspect people like remove mine ground,INFORMATIVE
122,infographic show spread hashtag_covid outside china hashtag_ireland confirm case death brave healthcare work volunteer community give contain virus assist difficult moment source bbc jhu httpurl,INFORMATIVE
123,update hashtag_covid africa new cases nc nc s africa nc burkina faso nc nigeria nc togo nc tunisia nc dr congo nc ivory coast nc ghana nc cabo verde nc mauritius nc zimbabwe nc algeria nc angola nc liberia,INFORMATIVE
124,instead hunger kill man inside house laidis e beta guy man kuku coronavirus ontop de hustle street way man chow hospital plus possibility survival toodisappointedfacecryingface government say stay indoor bele confoundedfacefearfulface,UNINFORMATIVE
125,m fragile loudlycryingface coronavirus patient success story year old woman spend day ventilator discharge today st david south austin medical center day coronavirus,INFORMATIVE
126,ctso run manufacture plant cytosorbents share cytosorb covid patients list srne bcrx,UNINFORMATIVE
127,confirm lowlife scumbag hashtag_hanson voting type alive thrive hashtag_racialabuse hashtag_australia hashtag_noroomforracists hashtag_hansonsonenation hashtag_covid httpurl,UNINFORMATIVE
128,accord httpurl positive covid case yesterday pie chart show relative state httpurl,INFORMATIVE
129,hashtag_breaking wolf administration delay enforcement non life sustain business pennsylvania close physical location slow spread covid enforcement start monday march rd httpurl httpurl,UNINFORMATIVE
130,covid dami na outbreak past year lahat yun nalampasan ng earth,UNINFORMATIVE
131,tell february rd military thousand people die coronavirus february th send medical supply need china httpurl,UNINFORMATIVE
132,coronavirus world map country case death httpurl httpurl,UNINFORMATIVE
133,colorado coronavirus case total patient announce quarantine italy italy italy httpurl,INFORMATIVE
134,today transport covid positive patient hse hospital dedicated team stepping play prepare difficult week ahead strong httpurl,INFORMATIVE
135,recently health minister sl pavithra wanniarachchi say patient die covid cremate tenet islam contravention guideline disposal dead body issue allow burial,UNINFORMATIVE
136,washington vast intervention drive terrify daily increase coronavirus case end sight httpurl,UNINFORMATIVE
137,america grocery store worker line coronavirus pandemic help nation m resident alive feed uncertain frightening time httpurl,UNINFORMATIVE
138,year jst mnth old trouble decade pleadingface agreement oo rip d dead quick recovery sick n injure god console bereave festac satellite town abule ado bethlehem lagos coronavirus,UNINFORMATIVE
139,nationwide lockdown hashtag_india hashtag_coronavirus deal body blow country s needy long back narendra modi httpurl,UNINFORMATIVE
140,tellimer kenya covid propose tax cut permanent fiscal deficit concern kenya national treasury confirm measure propose deal impact covidwould permanent positivefor economy httpurl,UNINFORMATIVE
141,syria report coronavirus case week rumour outbreak country s mean regime area httpurl,INFORMATIVE
142,fm say scottish budget include increase fund nhs social care resource intensive focus get people discharge appropriately particular focus give coronavirus outbreak hashtag_fmq,UNINFORMATIVE
143,confirm positive case covid county make total confirm case covid santa barbara county time read httpurl httpurl,INFORMATIVE
144,russia s secretive vector lab study virus etc fire kind incident nov month later admittedly far away coronavirus pop wuhan say,UNINFORMATIVE
145,hawaii lt gov josh green call day pause cruise ship travel united states grand princess passenger test positive covid island state,INFORMATIVE
146,lady gentleman hand johnny covid underlying comorbidities,UNINFORMATIVE
147,issue isn t beg issue country million people ventilator country like ukraine anymore increase case covid,UNINFORMATIVE
148,pretty certain thingee boris johnson tonight propaganda exercise produce backroom number cumming et al write hashtag_covid,UNINFORMATIVE
149,new case coronavirus korea total case korea death relate coronavirus patient recover discharged hospital case infection httpurl,INFORMATIVE
150,global figure hashtag_coronavirus case excede million death k plus want social gathering congregational prayer save stay home observe social physical distancing kindly spread word httpurl,INFORMATIVE
151,nigerian nurse die contract covid course duty care client covid virus miami rip great angel httpurl,INFORMATIVE
152,seasonal flu kill roughly percent people covid time fatal far dangerous sars virus rip china kill percent patient,UNINFORMATIVE
153,figure see icu admission covid hospital admission tell stand mar yesterday total death rise day assume fair proportion die icu,INFORMATIVE
154,death british doctor hashtag_covid intensify pressure minister accelerate supply hashtag_ppe uk doctor die uk medic die story publish httpurl,INFORMATIVE
155,rally hashtag_michigan bernie blame establishment hashtag_teamtrump furthered plan distract voter mishandle coronavirus outbreak night hashtag_supertuesday us coronavirus case report state infect httpurl,INFORMATIVE
156,covid unleash headwind deeply impact airline hospitality sector pose major risk job security workforce employ country private airport operator hashtag_ommcomnews httpurl,UNINFORMATIVE
157,coronavirus test reveal recover available week fauci say people work httpurl httpurl,UNINFORMATIVE
158,uch cmd reveal patients overcome covid infection quickly httpurl return work test negative action tandem ncdc guideline second test stay home,UNINFORMATIVE
159,beloved italy beautiful spain cryingface spain coronavirus case leap hour china italy httpurl,INFORMATIVE
160,usd price kq ask flight nairobi london incl covid test negative board make minimum refund test positive,UNINFORMATIVE
161,right suspecting include measure draft version legislation circulate input hashtag_trialballoon fly hashtag_cdnpoli hashtag_covid,UNINFORMATIVE
162,trump lie ass stem spread virus shut border ignore spread case test today ny case covid new positive case case nyc hospitalize,INFORMATIVE
163,case hashtag_covid investigate south carolina greenville county notify additional case today bring county total,INFORMATIVE
164,omg bad hashtag_china hide datum gt week send sample hashtag_coronavirus victim wk alert hashtag_case unusual pneumonia hashtag_wuhan city m market infect work million shop shut,INFORMATIVE
165,weekly actual death wales england yr green yr rd april black expect death cv total covid death announce week uk indicate actual death rate high announce httpurl,INFORMATIVE
166,belagavi rd high covid case k notaka test lab uttar k notaka region bgv badly lab hashtag_belagavineedscovidtestinglab httpurl,UNINFORMATIVE
167,australia take neoliberal path let worker bankrupt covid tell need rent mortgage freeze month nationwide gauranteed basic income,UNINFORMATIVE
168,hashtag_icymi friday reveal nsw domestic violence frontline worker see devastating effect hashtag_coronavirus client life survey find survey report increase client number hashtag_thedrum httpurl,UNINFORMATIVE
169,lagos state commissioner health confirm year old man die coronavirus lagos state death announce professor akin abayomi twitter today april httpurl,INFORMATIVE
170,tuscumbia normally fly certain holiday giant us flag hang north main street colbert county courthouse lift spirit resident cope fallout coronavirus pandem httpurl,UNINFORMATIVE
171,httpurl new hashtag_coronavirus positive case report city sunday year old man year old male accord tweet health family welfare department government odisha hashtag_coronavirusupdates hashtag_covid,INFORMATIVE
172,st louis mo kmov beloved eureka high school guidance counselor die covid,INFORMATIVE
173,oklahoma confirm case coronavirus tulsa county httpurl hashtag_smartnew,INFORMATIVE
174,dem dem want standby update covid start dem anxiety line ministry health wellness jamaica provide update covid dem cyah manage dat jus tweet number update o positive,INFORMATIVE
175,sport body state come fight virus arch rival mohun bagan contribute r lakh hashtag_bengalfightscorona httpurl,UNINFORMATIVE
176,late coronavirus florida confirm case new total death report statewide central florida case include tenth tsa worker orlando international airport new death sunday evening httpurl,INFORMATIVE
177,fight stigma bhutan bar tourist coronavirus case india total hit government impose week restriction incoming tourist immediate effect bhutan health ministry say statement httpurl,INFORMATIVE
178,people walk planet recover covid immune like demi god stride confidently rest cower,INFORMATIVE
179,incompetence plus corruption equal gop trump administration gop congress suffer die america expel public office hashtag_coronavirus,UNINFORMATIVE
180,m icu admission usa k icu bed entire country patient occupy icu bed week patient need icu non hashtag_coronavirus patient die hashtag_covid,UNINFORMATIVE
181,man downer morning say case covid say case spread fast datum flux depend collect hope fear,INFORMATIVE
182,usa south korea hashtag_coronavirus case day january vastly different strategy take government today korea case total despite high population density usa deaths case hashtag_covid hashtag_covidaustralia,INFORMATIVE
183,breaking fairfax county health department confirm man crossroads baptist church bailey crossroads test positive covid,INFORMATIVE
184,hashtag_update maryland detail new information coronavirus case confirm maryland official httpurl httpurl,INFORMATIVE
185,late update hashtag_coronavirus hashtag_covid deaths infections people infect world die accord reuters tally,INFORMATIVE
186,hand tollbooth south korea south korea hashtag_kapshikatshida hashtag_southkorea hashtag_killthevirus hashtag_coronavirus hashtag_covid hashtag_stayhealthy httpurl,UNINFORMATIVE
187,hashtag_embassy hashtag_myanmar hashtag_yangon urge citizen opportunity leave country specially arrange hashtag_repatriation flight april hashtag_sanfrancisco available seat hashtag_coronavirus hashtag_covid country case death far httpurl,INFORMATIVE
188,trump cure coronavirus aids cancer day medium,UNINFORMATIVE
189,china saturday report new import case hashtag_covid previous day iran gansu italy beijing iran shanghai spain guangdong bring total number import infection httpurl,INFORMATIVE
190,nyc m people minnesota s m mn positive case nyc s total mn hashtag_covid death today nyc mn hospitalize test scarce s hard compare place nyc radically bad,INFORMATIVE
191,islamic republic lie covid lack process sanction number dead infect linking virus biological attack hashtag_khameneivirus,UNINFORMATIVE
192,comparison mean no emission hashtag_nyc left prior hashtag_covid right hashtag_covid httpurl httpurl,UNINFORMATIVE
193,cnbc vp pence say coronavirus case california grand princess cruise ship httpurl trump party margo largo call hoax,INFORMATIVE
194,cough fever difficulty breathing notify suspect patient covid nasopharyngeal swab send nih islamabad dho office mardan refuse quarantine dhq hospital mardan prefer stay home gt,INFORMATIVE
195,day thursday am pm et canceledcryingface hashtag_himss coronavirus health social media vr base conferences hashtag_socialvr hashtag_himss rd str year httpurl hashtag_himsssustainability seedle hashtag_virtualhimss hashtag_oculusquest hashtag_covid hashtag_coronavirus httpurl,UNINFORMATIVE
196,case covid march pm edt canada number confirm case number probable case number death,INFORMATIVE
197,rw nut include hannity tom cotton acutully put conspiracy theory china intentionally coronavirus coronvirus study s s virtually shut city china blame obama clownfacewomanshrugging,UNINFORMATIVE
198,lakhani hospital north nazimabad near zia uddin hospital testing hashtag_covid free cost confirm hashtag_karachi,UNINFORMATIVE
199,thinkingface like usps republicans want privatize money mouthface wonder mar lago shadow va leader think veteran health care worker death price pay speed privatization backhandindexpointingdown trump s war va workers expose coronavirus httpurl,UNINFORMATIVE
200,trump kudlow say covid contain case mn ok ct ky ne contain th case tonight case contain hashtag_maga httpurl,INFORMATIVE
201,white wine celebrate birthday today death sentence explode coronavirus trump charge go damage tornado cdc red hat thing america trump don t want center attention,UNINFORMATIVE
202,today midday national prison radio audience hear interview chief executive explain people approach end sentence operate hashtag_covid outbreak httpurl,UNINFORMATIVE
203,death hashtag_covid continue rise trinidad tobago trend rate percent break goes feel pain hear fellow countryman die day day right,UNINFORMATIVE
204,policymaker engineer recovery coronavirus read thought sonal desai httpurl,UNINFORMATIVE
205,hour death italy relate coronavirus covid let uk trend compare italy ah httpurl,INFORMATIVE
206,uv hear covid good high temp leave car window sunny fl maybe hot kill land outside mask,UNINFORMATIVE
207,week podcast heaven roman mars singe obscure song reply cover recent super tech support segment time hand washing week podcast hell ira glass self quarantining shake hand test positive covid,INFORMATIVE
208,apparently scottsdale night club test positive coronavirus ot club rat well come correct approach wash ur handsssssss,INFORMATIVE
209,gaza authority confirm covid case palestinians return pakistan hold quarantine return near egyptian border expert warn epidemic gaza likely disastrous httpurl,INFORMATIVE
210,ajk st covid patient yr old resident sudhnoti return taftan fully recover test consecutive day test ve allow day home mirpur isolation hospital let pray remain patient recover rapidly,INFORMATIVE
211,total confirm case hashtag_coronavirus hashtag_southkorea jump death south korean condemn government scapegoate religious group open border hashtag_china httpurl hashtag_covid hashtag_southkorea hashtag_covid httpurl,INFORMATIVE
212,yesterday hubei province announce honor martyr hashtag_covid pandemic hashtag_liwenliang ophthalmologist police punish try warn colleague virus ultimately kill httpurl,UNINFORMATIVE
213,spida posts video update foldedhand donovan mitchell say thing go recovery coronavirus moviecamera httpurl hashtag_nba,UNINFORMATIVE
214,ask story jail inmate test positive covid rikers island michael tyson die tyson jail parole violation httpurl,INFORMATIVE
215,old hashtag_covid patient s korea age recover pretty day treatment body temp go normal pneumonia remission doctor wait negative test result httpurl,INFORMATIVE
216,coronavirus nhs worker die coronavirus health sec say ppe blame lt risk hospital nhs worker infect way travel work shopping home exercise etc hashtag_coronavirus hashtag_covid httpurl,INFORMATIVE
217,oh beshear yarmuth rand paul attend event people test positive covid httpurl day ago senator infect negotiate relief bill hashtag_covidu,INFORMATIVE
218,update hashtag_covid figure include country recover china recover far original american source data john hopkins csse available refer source httpurl hashtag_coronavirusupdate hashtag_coronaviruscanada hashtag_cdnpoli httpurl,UNINFORMATIVE
